Date add,Word,Translation,Date of the last training,Training status,Number of training
2022-08-08,careless,неосторожный,,T,0
2022-08-08,category,категория,,T,0
2022-08-08,ceiling,потолок,,T,0
2022-08-08,celebration,праздник,,T,0
2022-08-08,central,центральный,,T,0
2022-08-08,ceremony,церемония,,T,0
2022-08-08,chain,цепь,,T,0
2022-08-08,challenge,вызов,,T,0
2022-08-08,champion,чемпион,,T,0
2022-08-08,channel,канал,,T,0
2022-08-08,chapter,глава,,T,0
2022-08-08,charge,заряжать,,T,0
2022-08-08,cheat,обманывать,,T,0
2022-08-08,cheerful,веселый,,T,0
2022-08-08,chemical,химический,,T,0
2022-08-08,chest,грудь,,T,0
2022-08-08,childhood,детство,,T,0
2022-08-08,claim,утверждать,,T,0
2022-08-08,clause,пункт,,T,0
2022-08-08,clear,проясняться,,T,0
2022-08-08,click,щелчок,,T,0
2022-08-08,client,клиент,,T,0
2022-08-08,close,закрытый,,T,0
2022-08-08,cloth,ткань,,T,0
2022-08-08,clue,подсказка,,T,0
2022-08-08,coach,тренер,,T,0
2022-08-08,coal,каменный уголь,,T,0
2022-08-08,coin,монета,,T,0
2022-08-08,collection,коллекция,,T,0
2022-08-08,coloured,цветной,,T,0
2022-08-08,combine,скомбинировать,,T,0
2022-08-08,comment,комментарий,,T,0
2022-08-08,commercial,коммерческий,,T,0
2022-08-08,commit,совершить,,T,0
2022-08-08,communication,связь,,T,0
2022-08-08,comparison,сравнение,,T,0
2022-08-08,competitive,конкурентный,,T,0
2022-08-08,competitor,конкурент,,T,0
2022-08-08,complaint,жалоба,,T,0
2022-08-08,complex,сложный,,T,0
2022-08-08,concentrate,концентрироваться,,T,0
2022-08-08,conclude,заключать,,T,0
2022-08-08,conclusion,заключение,,T,0
2022-08-08,confirm,подтвердить,,T,0
2022-08-08,confuse,спутать,,T,0
2022-08-08,confused,смущенный,,T,0
2022-08-08,connection,соединение,,T,0
2022-08-08,consequence,следствие,,T,0
2022-08-08,consist,состоять,,T,0
2022-08-08,consume,потреблять,,T,0
2022-08-08,consumer,потребитель,,T,0
2022-08-08,contact,контактировать,,T,0
2022-08-08,container,контейнер,2022-08-25,L,0
2022-08-08,content,содержание,,T,0
2022-08-08,continuous,непрерывный,,T,0
2022-08-08,contrast,контрастный,,T,0
2022-08-08,convenient,удобный,,T,0
2022-08-08,convince,убеждать,,T,0
2022-08-08,costume,костюм,,T,0
2022-08-08,cottage,коттедж,,T,0
2022-08-08,cotton,хлопок,,T,0
2022-08-08,count,подсчитывать,,T,0
2022-08-08,countryside,сельская местность,,T,0
2022-08-08,cover,покрыть,,T,0
2022-08-08,covered,покрытый,,T,0
2022-08-08,cream,крем,,T,0
2022-08-08,criminal,преступник,,T,0
2022-08-08,cruel,жестокий,,T,0
2022-08-08,cultural,культурный,,T,0
2022-08-08,currency,валюта,,T,0
2022-08-08,current,текущий,,T,0
2022-08-08,currently,в настоящее время,,T,0
2022-08-08,curtain,занавеска,,T,0
2022-08-08,custom,обычай,,T,0
2022-08-08,cut,резать,,T,0
2022-08-08,daily,ежедневный,,T,0
2022-08-08,damage,повреждение,,T,0
2022-08-08,deal,дело,,T,0
2022-08-08,decade,десятилетие,,T,0
2022-08-08,decorate,декорировать,,T,0
2022-08-08,deep,глубокий,,T,0
2022-08-08,define,определять,,T,0
2022-08-08,definite,определённый,,T,0
2022-08-08,definition,определение,,T,0
2022-08-08,deliver,доставить,,T,0
2022-08-08,departure,отправление,,T,0
2022-08-08,destination,место назначения,,T,0
2022-08-08,determine,определить,,T,0
2022-08-08,determined,определённый,,T,0
2022-08-08,development,развитие,,T,0
2022-08-08,diagram,диаграмма,,T,0
2022-08-08,diamond,бриллиант,,T,0
2022-08-08,difficulty,трудность,,T,0
2022-08-08,direct,прямой,,T,0
2022-08-08,directly,прямо,,T,0
2022-08-08,dirt,грязь,,T,0
2022-08-08,disadvantage,недостаток,,T,0
2022-08-08,disappointed,разочарованный,,T,0
2022-08-08,disappointing,разочаровывающий,,T,0
2022-08-08,discount,скидка,,T,0
2022-08-08,dislike,не нравиться,,T,0
2022-08-08,divide,делить,,T,0
2022-08-08,documentary,документальный,,T,0
2022-08-08,donate,жертвовать,,T,0
2022-08-08,double,двойной,,T,0
2022-08-08,doubt,сомнение,,T,0
2022-08-08,dressed,одетый,,T,0
2022-08-08,drop,падение,,T,0
2022-08-08,drum,барабан,,T,0
2022-08-08,drunk,пьяный,,T,0
2022-08-08,due,должный,,T,0
2022-08-08,dust,пыль,,T,0
2022-08-08,duty,обязанность,,T,0
2022-08-08,earthquake,землетрясение,,T,0
2022-08-08,eastern,восточный,,T,0
2022-08-08,economy,экономика,,T,0
2022-08-08,edge,край,,T,0
2022-08-08,editor,редактор,,T,0
2022-08-08,educate,воспитывать,,T,0
2022-08-08,educated,образованный,,T,0
2022-08-08,educational,образовательный,,T,0
2022-08-08,effective,эффективный,,T,0
2022-08-08,effectively,эффективно,,T,0
2022-08-08,effort,усилие,,T,0
2022-08-08,election,выборы,,T,0
2022-08-08,element,элемент,,T,0
2022-08-08,embarrassed,смущенный,,T,0
2022-08-08,embarrassing,смущающий,,T,0
2022-08-08,emergency,чрезвычайная ситуация,,T,0
2022-08-08,emotion,эмоция,,T,0
2022-08-08,employment,трудоустройство,,T,0
2022-08-08,empty,пустой,,T,0
2022-08-08,encourage,поощрять,,T,0
2022-08-08,enemy,враг,,T,0
2022-08-08,engaged,помолвленный,,T,0
2022-08-08,engineering,инженерия,,T,0
2022-08-08,entertain,развлекать,,T,0
2022-08-08,entertainment,развлечение,,T,0
2022-08-08,entrance,вход,,T,0
2022-08-08,entry,вступление,,T,0
2022-08-08,episode,эпизод,,T,0
2022-08-08,equal,равный,,T,0
2022-08-08,equally,одинаково,,T,0
2022-08-08,escape,сбегать,,T,0
2022-08-08,essential,существенный,,T,0
2022-08-08,eventually,в конце концов,,T,0
2022-08-08,examine,обследовать,,T,0
2022-08-08,exchange,обмен,,T,0
2022-08-08,excitement,волнение,,T,0
2022-08-08,exhibition,выставка,,T,0
2022-08-08,expand,расширять,,T,0
2022-08-08,expected,ожидаемый,,T,0
2022-08-08,expedition,экспедиция,,T,0
2022-08-08,experience,опыт,,T,0
2022-08-08,experienced,опытный,,T,0
2022-08-08,experiment,эксперимент,,T,0
2022-08-08,explode,взрываться,,T,0
2022-08-08,explore,проводить исследования,,T,0
2022-08-08,explosion,взрыв,,T,0
2022-08-08,export,экспорт,,T,0
2022-08-08,fairly,честно,,T,0
2022-08-08,familiar,знакомый,,T,0
2022-08-08,fancy,причудливый,,T,0
2022-08-08,far,далёкий,,T,0
2022-08-08,fascinating,очаровательный,,T,0
2022-08-08,fashionable,модный,,T,0
2022-08-08,fasten,скрепить,,T,0
2022-08-08,favour,одолжение,,T,0
2022-08-08,fear,страх,,T,0
2022-08-08,feature,особенность,,T,0
2022-08-08,fence,забор,,T,0
2022-08-08,fighter,истребитель,,T,0
2022-08-08,fighting,борьба,,T,0
2022-08-08,file,файл,,T,0
2022-08-08,financial,финансовый,,T,0
2022-08-08,fitness,фитнес,,T,0
2022-08-08,fixed,фиксированный,,T,0
2022-08-08,flag,флаг,,T,0
2022-08-08,flood,наводнение,,T,0
2022-08-08,flour,мука,,T,0
2022-08-08,flow,поток,,T,0
2022-08-08,fold,складка,,T,0
2022-08-08,folk,народ,,T,0
2022-08-08,following,следующий,,T,0
2022-08-08,force,сила,,T,0
2022-08-08,forever,навсегда,2022-08-25,L,0
2022-08-08,frame,рама,,T,0
2022-08-08,freeze,замерзать,,T,0
2022-08-08,frequently,часто,,T,0
2022-08-08,friendship,дружба,,T,0
2022-08-08,frightened,испуганный,,T,0
2022-08-08,frightening,пугающий,,T,0
2022-08-08,frozen,замороженный,,T,0
2022-08-08,fry,жарить,,T,0
2022-08-08,fuel,топливо,,T,0
2022-08-08,function,функция,,T,0
2022-08-08,fur,мех,,T,0
2022-08-08,further,дальше,,T,0
2022-08-08,garage,гараж,,T,0
2022-08-08,gather,собирать,,T,0
2022-08-08,generally,как правило,2022-08-25,L,0
2022-08-08,generation,поколение,,T,0
2022-08-08,generous,щедрый,,T,0
2022-08-08,gentle,нежный,,T,0
2022-08-08,gentleman,джентльмен,,T,0
2022-08-08,ghost,призрак,,T,0
2022-08-08,giant,гигантский,,T,0
2022-08-08,glad,радостный,,T,0
2022-08-08,global,глобальный,,T,0
2022-08-08,glove,перчатка,,T,0
2022-08-08,goods,товары,,T,0
2022-08-08,grade,класс,,T,0
2022-08-08,graduate,окончить учебное заведение,,T,0
2022-08-08,grateful,благодарный,,T,0
2022-08-08,guard,охранник,,T,0
2022-08-08,guilty,виновный,,T,0
2022-08-08,hang,вешать,,T,0
2022-08-08,happiness,счастье,,T,0
2022-08-08,hardly,вряд ли,,T,0
2022-08-08,headline,заголовок,,T,0
2022-08-08,heating,отопление,,T,0
2022-08-08,heavily,тяжело,,T,0
2022-08-08,helicopter,вертолет,,T,0
2022-08-08,highlight,выделить,,T,0
2022-08-08,highly,высоко,,T,0
2022-08-08,hire,нанимать,,T,0
2022-08-08,historic,исторический,,T,0
2022-08-08,historical,исторический,,T,0
2022-08-08,honest,честный,,T,0
2022-08-08,horrible,ужасный,,T,0
2022-08-08,horror,фильм ужасов,,T,0
2022-08-08,host,хозяин,,T,0
2022-08-08,hunt,охота,,T,0
2022-08-08,hurricane,ураган,,T,0
2022-08-08,hurry,торопиться,,T,0
2022-08-08,identity,идентичность,,T,0
2022-08-08,ignore,игнорировать,,T,0
2022-08-08,illegal,нелегальный,,T,0
2022-08-08,imaginary,воображаемый,,T,0
2022-08-08,immediate,немедленный,,T,0
2022-08-08,immigrant,иммигрант,,T,0
2022-08-08,impact,влияние,,T,0
2022-08-08,import,импортировать,,T,0
2022-08-08,importance,важность,,T,0
2022-08-08,impression,впечатление,,T,0
2022-08-08,impressive,впечатляющий,,T,0
2022-08-08,improvement,улучшение,,T,0
2022-08-08,incredibly,невероятно,,T,0
2022-08-08,indeed,действительно,,T,0
2022-08-08,indicate,указывать,,T,0
2022-08-08,indirect,косвенный,,T,0
2022-08-08,indoor,комнатный,,T,0
2022-08-08,indoors,в помещении,,T,0
2022-08-08,influence,влияние,,T,0
2022-08-08,ingredient,ингредиент,,T,0
2022-08-08,injure,ранить,,T,0
2022-08-08,injured,раненый,,T,0
2022-08-08,innocent,невинный,,T,0
2022-08-08,intelligence,интеллект,,T,0
2022-08-08,intend,намереваться,,T,0
2022-08-08,intention,намерение,,T,0
2022-08-08,invest,вкладывать деньги,,T,0
2022-08-08,investigate,исследовать,,T,0
2022-08-08,involved,вовлечённый,,T,0
2022-08-08,iron,гладить,,T,0
2022-08-08,issue,вопрос,,T,0
2022-08-08,it,информационные технологии,,T,0
2022-08-08,journal,журнал,,T,0
2022-08-08,judge,судить,,T,0
2022-08-08,keen,сильно желающий,,T,0
2022-08-08,kick,удар,,T,0
2022-08-08,killing,убийство,,T,0
2022-08-08,kind,добрый,,T,0
2022-08-08,kiss,поцелуй,,T,0
2022-08-08,knock,стучать,,T,0
2022-08-08,label,этикетка,,T,0
2022-08-08,laboratory,лаборатория,,T,0
2022-08-08,lack,отсутствие,,T,0
2022-08-08,latest,самый последний,,T,0
2022-08-08,lay,класть,,T,0
2022-08-08,layer,слой,,T,0
2022-08-08,lead,вести,,T,0
2022-08-08,leading,ведущий,,T,0
2022-08-08,leaf,лист,,T,0
2022-08-08,leather,кожа,,T,0
2022-08-08,legal,правовой,,T,0
2022-08-08,leisure,досуг,,T,0
2022-08-08,length,длина,,T,0
2022-08-08,level,уровень,,T,0
2022-08-08,lie,врать,,T,0
2022-08-08,limit,предел,,T,0
2022-08-08,lip,губа,,T,0
2022-08-08,liquid,жидкость,,T,0
2022-08-08,literature,литература,,T,0
2022-08-08,living,живущий,,T,0
2022-08-08,locate,разместить,,T,0
2022-08-08,located,расположеный,,T,0
2022-08-08,location,расположение,,T,0
2022-08-08,lonely,одинокий,,T,0
2022-08-08,loss,потеря,,T,0
2022-08-08,luxury,роскошь,,T,0
2022-08-08,mad,безумный,,T,0
2022-08-08,magic,магия,,T,0
2022-08-08,mainly,в основном,,T,0
2022-08-08,mall,торговый центр,,T,0
2022-08-08,management,управление,,T,0
2022-08-08,marketing,маркетинг,,T,0
2022-08-08,marriage,брак,,T,0
2022-08-08,meanwhile,между тем,,T,0
2022-08-08,measure,мера,,T,0
2022-08-08,medium,средний,2022-08-25,L,0
2022-08-08,mental,умственный,,T,0
2022-08-08,mention,упомянуть,,T,0
2022-08-08,mess,беспорядок,,T,0
2022-08-08,mild,мягкий,,T,0
2022-08-08,mine,шахта,,T,0
2022-08-08,mix,смешать,,T,0
2022-08-08,mixture,смесь,,T,0
2022-08-08,mood,настроение,,T,0
2022-08-08,mud,грязь,,T,0
2022-08-08,murder,убийство,,T,0
2022-08-08,muscle,мускул,,T,0
2022-08-08,musical,музыкальный,,T,0
2022-08-08,mystery,тайна,,T,0
2022-08-08,nail,гвоздь,,T,0
2022-08-08,narrative,повествование,,T,0
2022-08-08,nation,нация,,T,0
2022-08-08,native,родной,,T,0
2022-08-08,naturally,естественно,,T,0
2022-08-08,necessarily,обязательно,,T,0
2022-08-08,needle,игла,,T,0
2022-08-08,neighbourhood,окрестности,,T,0
2022-08-08,net,сеть,,T,0
2022-08-08,normal,нормальный,,T,0
2022-08-08,northern,северный,,T,0
2022-08-08,nuclear,ядерный,,T,0
2022-08-08,obvious,очевидный,,T,0
2022-08-08,obviously,очевидно,,T,0
2022-08-08,occasion,случай,,T,0
2022-08-08,occur,происходить,,T,0
2022-08-08,odd,странный,,T,0
2022-08-08,official,официальный,,T,0
2022-08-08,old-fashioned,старомодный,,T,0
2022-08-08,operation,операция,,T,0
2022-08-08,organized,организованный,,T,0
2022-08-08,organizer,организатор,,T,0
2022-08-08,original,оригинал,,T,0
2022-08-08,originally,изначально,,T,0
2022-08-08,ought,быть обязанным,,T,0
2022-08-08,outdoor,наружный,,T,0
2022-08-08,outdoors,на открытом воздухе,,T,0
2022-08-08,pack,паковать,,T,0
2022-08-08,package,упаковка,,T,0
2022-08-08,painful,болезненный,,T,0
2022-08-08,pale,бледный,,T,0
2022-08-08,pan,сковорода,,T,0
2022-08-08,participate,участвовать,,T,0
2022-08-08,pass,проходить,,T,0
2022-08-08,passion,страсть,,T,0
2022-08-08,path,дорожка,,T,0
2022-08-08,payment,оплата,,T,0
2022-08-08,peaceful,мирный,,T,0
2022-08-08,percentage,процентное содержание,,T,0
2022-08-08,perfectly,отлично,,T,0
2022-08-08,performance,выступление,,T,0
2022-08-08,personally,лично,,T,0
2022-08-08,persuade,уговаривать,,T,0
2022-08-08,photographer,фотограф,,T,0
2022-08-08,photography,фотографирование,,T,0
2022-08-08,pin,булавка,,T,0
2022-08-08,pipe,труба,,T,0
2022-08-08,planning,планирование,,T,0
2022-08-08,pleasant,приятный,,T,0
2022-08-08,pleasure,удовольствие,,T,0
2022-08-08,plenty,много,,T,0
2022-08-08,plot,сюжет,,T,0
2022-08-08,poem,стих,,T,0
2022-08-08,poet,поэт,,T,0
2022-08-08,poetry,поэзия,,T,0
2022-08-08,point,точка,,T,0
2022-08-08,poison,яд,,T,0
2022-08-08,poisonous,ядовитый,,T,0
2022-08-08,policy,политика,,T,0
2022-08-08,political,политический,,T,0
2022-08-08,politician,политик,,T,0
2022-08-08,politics,политика,,T,0
2022-08-08,port,порт,,T,0
2022-08-08,portrait,портрет,,T,0
2022-08-08,possibly,возможно,,T,0
2022-08-08,pot,горшок,,T,0
2022-08-08,pour,наливать,,T,0
2022-08-08,poverty,бедность,,T,0
2022-08-08,powder,порошок,,T,0
2022-08-08,powerful,мощный,,T,0
2022-08-08,practical,практический,,T,0
2022-08-08,pray,молиться,,T,0
2022-08-08,prayer,молитва,,T,0
2022-08-08,prediction,прогнозирование,,T,0
2022-08-08,prepared,подготовленный,,T,0
2022-08-08,presentation,презентация,,T,0
2022-08-08,press,нажать,,T,0
2022-08-08,pressure,давление,,T,0
2022-08-08,pretend,притворяться,,T,0
2022-08-08,previous,предыдущий,,T,0
2022-08-08,previously,ранее,,T,0
2022-08-08,priest,священник,,T,0
2022-08-08,primary,первичный,,T,0
2022-08-08,prince,принц,,T,0
2022-08-08,princess,принцесса,,T,0
2022-08-08,printing,печать,,T,0
2022-08-08,prisoner,заключенный,,T,0
2022-08-08,private,частный,,T,0
2022-08-08,producer,производитель,,T,0
2022-08-08,production,производство,,T,0
2022-08-08,profession,профессия,,T,0
2022-08-08,profit,прибыль,,T,0
2022-08-08,program,программа,,T,0
2022-08-08,promote,продвигать,,T,0
2022-08-08,proper,подходящий,,T,0
2022-08-08,properly,правильно,,T,0
2022-08-08,property,имущество,,T,0
2022-08-08,protest,протестовать,,T,0
2022-08-08,proud,гордый,,T,0
2022-08-08,prove,доказывать,2022-08-25,L,0
2022-08-08,pull,вытащить,,T,0
2022-08-08,punish,наказать,,T,0
2022-08-08,punishment,наказание,,T,0
2022-08-08,push,толкать,,T,0
2022-08-08,qualification,квалификация,,T,0
2022-08-08,qualified,квалифицированный,,T,0
2022-08-08,qualify,квалифицировать,,T,0
2022-08-08,queue,очередь,,T,0
2022-08-08,quit,"уволиться, бросить",,T,0
2022-08-08,quotation,цитата,,T,0
2022-08-08,quote,цитата,,T,0
2022-08-08,race,раса,,T,0
2022-08-08,racing,гоночный,,T,0
2022-08-08,range,спектр,,T,0
2022-08-08,rare,редкий,,T,0
2022-08-08,rarely,редко,,T,0
2022-08-08,reaction,реакция,,T,0
2022-08-08,reality,реальность,,T,0
2022-08-08,receipt,чек,,T,0
2022-08-08,recommendation,рекомендация,,T,0
2022-08-08,reference,ссылка,,T,0
2022-08-08,reflect,отражать,,T,0
2022-08-08,regularly,регулярно,,T,0
2022-08-08,reject,отклонять,,T,0
2022-08-08,relate,относиться,,T,0
2022-08-08,related,связанный,,T,0
2022-08-08,relation,связь,,T,0
2022-08-08,relative,родственник,,T,0
2022-08-08,relaxed,расслабленный,,T,0
2022-08-08,relaxing,расслабляющий,,T,0
2022-08-08,release,выпускать,,T,0
2022-08-08,reliable,надежный,,T,0
2022-08-08,religion,религия,,T,0
2022-08-08,religious,религиозный,,T,0
2022-08-08,remain,оставаться,,T,0
2022-08-08,remind,напоминать,,T,0
2022-08-08,remote,дистанционный,,T,0
2022-08-08,rent,арендовать,,T,0
2022-08-08,repair,чинить,,T,0
2022-08-08,repeated,повторный,,T,0
2022-08-08,represent,представлять,,T,0
2022-08-08,request,запрос,,T,0
2022-08-08,require,требовать,,T,0
2022-08-08,reservation,бронирование,,T,0
2022-08-08,resource,ресурс,,T,0
2022-08-08,respect,уважать,,T,0
2022-08-08,responsibility,обязанность,,T,0
2022-08-08,responsible,ответственный,,T,0
2022-08-08,retire,уходить в отставку,,T,0
2022-08-08,retired,отставной,,T,0
2022-08-08,revise,пересматривать,,T,0
2022-08-08,ring,кольцо,,T,0
2022-08-08,rise,подъём,,T,0
2022-08-08,risk,риск,,T,0
2022-08-08,robot,робот,,T,0
2022-08-08,roll,рулон,,T,0
2022-08-08,rope,веревка,,T,0
2022-08-08,rough,грубый,,T,0
2022-08-08,row,ряд,,T,0
2022-08-08,royal,королевский,,T,0
2022-08-08,rugby,регби,,T,0
2022-08-08,safety,безопасность,,T,0
2022-08-08,sail,паруса,,T,0
2022-08-08,sailor,матрос,,T,0
2022-08-08,sample,образец,,T,0
2022-08-08,sand,песок,,T,0
2022-08-08,scan,сканировать,,T,0
2022-08-08,scientific,научный,,T,0
2022-08-08,script,сценарий,,T,0
2022-08-08,sculpture,скульптура,,T,0
2022-08-08,secondary,вторичный,,T,0
2022-08-08,security,безопасность,,T,0
2022-08-08,seed,семя,,T,0
2022-08-08,sensible,здравомыслящий,,T,0
2022-08-08,separate,отдельный,,T,0
2022-08-08,seriously,серьезно,,T,0
2022-08-08,servant,служащий,,T,0
2022-08-08,set,установить,,T,0
2022-08-08,setting,установка,,T,0
2022-08-08,sex,пол,,T,0
2022-08-08,sexual,половой,,T,0
2022-08-08,shake,встряхивать,,T,0
2022-08-08,sharp,острый,,T,0
2022-08-08,shelf,полка,,T,0
2022-08-08,shell,ракушка,,T,0
2022-08-08,shift,сдвиг,,T,0
2022-08-08,shine,сиять,,T,0
2022-08-08,shiny,блестящий,,T,0
2022-08-08,shoot,стрелять,,T,0
2022-08-08,shy,застенчивый,,T,0
2022-08-08,sight,взгляд,,T,0
2022-08-08,signal,сигнал,,T,0
2022-08-08,silent,бесшумный,,T,0
2022-08-08,silly,глупый,,T,0
2022-08-08,similarity,сходство,,T,0
2022-08-08,similarly,аналогично,,T,0
2022-08-08,simply,просто,,T,0
2022-08-08,since,с момента,,T,0
2022-08-08,sink,раковина,,T,0
2022-08-08,slightly,немного,,T,0
2022-08-08,smart,умный,,T,0
2022-08-08,smooth,"гладкий, плавный",,T,0
2022-08-08,soil,почва,,T,0
2022-08-08,solid,твёрдый,,T,0
2022-08-08,sort,сортировать,,T,0
2022-08-08,southern,южный,,T,0
2022-08-08,specifically,конкретно,,T,0
2022-08-08,spending,расходы,,T,0
2022-08-08,spicy,острый,,T,0
2022-08-08,spirit,дух,,T,0
2022-08-08,spoken,разговорный,,T,0
2022-08-08,spot,место,,T,0
2022-08-08,spread,распространение,,T,0
2022-08-08,stadium,стадион,,T,0
2022-08-08,staff,штат сотрудников,,T,0
2022-08-08,standard,стандартный,,T,0
2022-08-08,state,государство,,T,0
2022-08-08,statistic,статистика,,T,0
2022-08-08,statue,статуя,,T,0
2022-08-08,stick,втыкать,,T,0
2022-08-08,still,до сих пор,,T,0
2022-08-08,store,хранить,,T,0
2022-08-08,stranger,незнакомец,,T,0
2022-08-08,strength,прочность,,T,0
2022-08-08,string,верёвка,,T,0
2022-08-08,strongly,сильно,,T,0
2022-08-08,studio,студия,,T,0
2022-08-08,stuff,вещи,,T,0
2022-08-08,substance,вещество,,T,0
2022-08-08,successfully,успешно,,T,0
2022-08-08,sudden,внезапный,,T,0
2022-08-08,suffer,страдать,,T,0
2022-08-08,suit,подходить,,T,0
2022-08-08,suitable,подходящий,,T,0
2022-08-08,summarize,суммировать,,T,0
2022-08-08,summary,краткое изложение,,T,0
2022-08-08,supply,поставка,,T,0
2022-08-08,supporter,сторонник,,T,0
2022-08-08,surely,обязательно,,T,0
2022-08-08,surface,поверхность,,T,0
2022-08-08,survive,выжить,,T,0
2022-08-08,switch,переключать,,T,0
2022-08-08,symptom,симптом,,T,0
2022-08-08,tail,хвост,,T,0
2022-08-08,talent,талант,,T,0
2022-08-08,talented,талантливый,,T,0
2022-08-08,tape,лента,,T,0
2022-08-08,tax,налог,,T,0
2022-08-08,technical,технический,,T,0
2022-08-08,technique,техника,,T,0
2022-08-08,tend,иметь тенденцию,,T,0
2022-08-08,tent,палатка,,T,0
2022-08-08,theme,тема,,T,0
2022-08-08,theory,теория,,T,0
2022-08-08,therefore,поэтому,,T,0
2022-08-08,throat,горло,,T,0
2022-08-08,tight,тугой,,T,0
2022-08-08,tin,банка,,T,0
2022-08-08,tiny,крошечный,,T,0
2022-08-08,tip,совет,,T,0
2022-08-08,toe,палец ноги,,T,0
2022-08-08,tongue,язык,,T,0
2022-08-08,total,тотальный,,T,0
2022-08-08,totally,полностью,,T,0
2022-08-08,touch,потрогать,,T,0
2022-08-08,tour,тур,,T,0
2022-08-08,trade,торговля,,T,0
2022-08-08,translate,перевести,,T,0
2022-08-08,translation,перевод,,T,0
2022-08-08,transport,транспорт,,T,0
2022-08-08,treat,лечить,,T,0
2022-08-08,treatment,лечение,,T,0
2022-08-08,trend,тенденция,,T,0
2022-08-08,trick,трюк,,T,0
2022-08-08,truth,правда,,T,0
2022-08-08,tube,трубка,,T,0
2022-08-08,typically,как правило,,T,0
2022-08-08,tyre,шина,,T,0
2022-08-08,ugly,уродливый,,T,0
2022-08-08,unable,не в состоянии,,T,0
2022-08-08,uncomfortable,неудобный,,T,0
2022-08-08,underwear,нижнее белье,,T,0
2022-08-08,unemployed,безработный,,T,0
2022-08-08,unemployment,безработица,,T,0
2022-08-08,unfair,недобросовестный,,T,0
2022-08-08,union,союз,,T,0
2022-08-08,unlikely,навряд ли,,T,0
2022-08-08,unnecessary,ненужный,,T,0
2022-08-08,unpleasant,неприятный,,T,0
2022-08-08,upset,огорченный,,T,0
