Date add,Word,Translation,Date of the last training,Training status,Number of training
2022-08-08,din,галдеж,,T,
2022-08-08,dirge,погребальная песнь,,T,
2022-08-08,disabuse,вывести из заблуждения,,T,
2022-08-08,disaffected,"недовольный, нелояльный по отношению к власти",,T,
2022-08-08,discerning,проницательный,,T,
2022-08-08,discomfiting,удручающе,,T,
2022-08-08,discordant,неблагозвучный,,T,
2022-08-08,discrete,обособленный,,T,
2022-08-08,disingenuous,неискренний,,T,
2022-08-08,disinterested,беспристрастный,,T,
2022-08-08,disjointed,несвязный,,T,
2022-08-08,disparage,принижать,,T,
2022-08-08,disparate,несопоставимый,,T,
2022-08-08,dispassionate,бесстрастный,,T,
2022-08-08,disposition,"нрав, расположение",,T,
2022-08-08,disquieting,тревожный,,T,
2022-08-08,dissemble,лицемерить,,T,
2022-08-08,dissent,расходиться во взглядах,,T,
2022-08-08,dissolution,"распад, разложение",,T,
2022-08-08,distaff,женская,,T,
2022-08-08,distend,раздувать,,T,
2022-08-08,dither,"трястись, смятение",,T,
2022-08-08,diurnal,ежедневный,,T,
2022-08-08,divest,сложить (сложить с себя обязанности),,T,
2022-08-08,divine,"предвидеть, пророчествовать",,T,
2022-08-08,doctrinaire,доктринер,,T,
2022-08-08,doff,сбрасывать,,T,
2022-08-08,dovetail,увязывать,,T,
2022-08-08,droll,чудной,,T,
2022-08-08,dupe,простофиля,,T,
2022-08-08,duplicity,двуличность,,T,
2022-08-08,dyspeptic,раздражительней,,T,
2022-08-08,ebullient,полный энтузиазма,,T,
2022-08-08,echelon,"уровень, ступень",,T,
2022-08-08,eclectic,сочетающий лучшее из разных источников,,T,
2022-08-08,edify,поучать,,T,
2022-08-08,effigy,чучело,,T,
2022-08-08,effrontery,наглость,,T,
2022-08-08,egregious,вопиющий,,T,
2022-08-08,egress,выходить,,T,
2022-08-08,elated,в приподнятом настроении,,T,
2022-08-08,elegy,элегия,,T,
2022-08-08,eloquent,красноречивый,,T,
2022-08-08,emaciate,истощать,,T,
2022-08-08,encomium,восхваление,,T,
2022-08-08,endemic,свойственный,,T,
2022-08-08,enervate,обессиливать,,T,
2022-08-08,engender,порождать,,T,
2022-08-08,ephemeral,преходящий,,T,
2022-08-08,epicure,эпикуреец,,T,
2022-08-08,equanimity,невозмутимость,,T,
2022-08-08,equitable,справедливый,,T,
2022-08-08,equivocate,увиливать,,T,
2022-08-08,ersatz,cуррогатный,,T,
2022-08-08,erstwhile,былой,,T,
2022-08-08,eschew,воздерживаться,,T,
2022-08-08,estimable,достойный уважения,,T,
2022-08-08,ethos,этос,,T,
2022-08-08,eulogy,"хвалебная речь, особенно на похоронах",,T,
2022-08-08,euphemism,эвфемизм,,T,
2022-08-08,euphony,благозвучие,,T,
2022-08-08,exacerbate,обострять,,T,
2022-08-08,exacting,взыскательный,,T,
2022-08-08,exculpate,оправдать,,T,
2022-08-08,exigent,неотложное,,T,
2022-08-08,exonerate,оправдать,,T,
2022-08-08,expedient,целесообразный,,T,
2022-08-08,exponent,сторонник,,T,
2022-08-08,expurgate,вычеркивать нежелательные места,,T,
2022-08-08,extemporaneous,импровизированный,,T,
2022-08-08,extraneous,"посторонний, чужой",,T,
2022-08-08,facetious,(неуместно) шутливый,,T,
2022-08-08,faction,фракция,,T,
2022-08-08,fallacious,"ложный, ошибочный",,T,
2022-08-08,fallow,невозделанный,,T,
2022-08-08,fanciful,капризный,,T,
2022-08-08,fastidious,привередливый,,T,
2022-08-08,fathom,измерить глубину,,T,
2022-08-08,fatuous,бесполезный,,T,
2022-08-08,fawn,подлизываться,,T,
2022-08-08,fecund,плодородный,,T,
2022-08-08,felicitous,"удачный, подходящий",,T,
2022-08-08,fervid,пылкий,,T,
2022-08-08,fetid,зловонный,,T,
2022-08-08,flag,ослабевать,,T,
2022-08-08,fledgling,"неопытный юнец, неопытный юнец",,T,
2022-08-08,florid,витиеватый,,T,
2022-08-08,flout,попирать,,T,
2022-08-08,fluke,счастливая случайность,,T,
2022-08-08,foment,подстрекать,,T,
2022-08-08,forage,"фуражировать, добывать",,T,
2022-08-08,ford,"брод, переходить вброд",,T,
2022-08-08,foreshadow,предвещать,,T,
2022-08-08,forestall,предотвратить,,T,
2022-08-08,forfeit,поплатиться,,T,
2022-08-08,fortuitous,удачный,,T,
2022-08-08,fracas,потасовка,,T,
2022-08-08,fractious,капризный,,T,
2022-08-08,frenetic,неистовый,,T,
2022-08-08,fringe,"экстремистски настроенная группа, маргинальный",,T,
2022-08-08,fulminate,"взрываться, изливать гнев",,T,
2022-08-08,furtive,скрытый,,T,
2022-08-08,gainsay,противоречить,,T,
2022-08-08,gambol,порезвиться,,T,
2022-08-08,garner,запасать,,T,
2022-08-08,garrulous,болтливый,,T,
2022-08-08,gauche,неотесанный,,T,
2022-08-08,gawky,"неловкий, неуклюжий",,T,
2022-08-08,germane,уместный,,T,
2022-08-08,gestation,созревание,,T,
2022-08-08,glacial,леденящий,,T,
2022-08-08,glib,"поверхностный, заговаривающий зубы",,T,
2022-08-08,glower,смотреть сердито,,T,
2022-08-08,goad,подстрекать,,T,
2022-08-08,gouge,"долото, выдалбливать",,T,
2022-08-08,gradation,градация,,T,
2022-08-08,graft,"прививать, взятка",,T,
2022-08-08,grandiloquent,высокопарный,,T,
2022-08-08,grandstand,играть на публику,,T,
2022-08-08,grating,раздражающий,,T,
2022-08-08,gregarious,общительный,,T,
2022-08-08,grievous,мучительный,,T,
2022-08-08,grouse,"ворчать, жалоба",,T,
2022-08-08,grovel,пресмыкаться,,T,
2022-08-08,guile,хитрость,,T,
2022-08-08,hackneyed,"банальный, избитый",,T,
2022-08-08,halcyon,безмятежный,,T,
2022-08-08,hallmark,отличительный признак,,T,
2022-08-08,hand-wringing,выкручивание рук,,T,
2022-08-08,hapless,незадачливый,,T,
2022-08-08,harangue,разглагольствование,,T,
2022-08-08,hardy,"отважный, выносливый",,T,
2022-08-08,harrow,"борона, мучить",,T,
2022-08-08,haven,"гавань, пристанище",,T,
2022-08-08,hearken,внимать,,T,
2022-08-08,hedge,"хеджировать, подстраховываться",,T,
2022-08-08,hedonism,следование наслаждению,,T,
2022-08-08,hegemony,господство,,T,
2022-08-08,hermetic,герметический,,T,
2022-08-08,heterogenous,разнородный,,T,
2022-08-08,hew,рубить,,T,
2022-08-08,hoary,почтенный,,T,
2022-08-08,hodgepodge,мешанина,,T,
2022-08-08,homage,дань,,T,
2022-08-08,homogenous,однородный,,T,
2022-08-08,hoodwink,провести,,T,
2022-08-08,hotly,горячо,,T,
2022-08-08,husband,экономить,,T,
2022-08-08,hyperbole,преувеличение,,T,
2022-08-08,iconoclast,бунтарь,,T,
2022-08-08,idiosyncrasy,своеобразие,,T,
2022-08-08,idolatry,идолопоклонство,,T,
2022-08-08,idyllic,идиллический,,T,
2022-08-08,ignoble,подлый,,T,
2022-08-08,illiberality,"ограниченность, нетерпимость",,T,
2022-08-08,imbue,пропитывать,,T,
2022-08-08,imminent,надвигающийся,,T,
2022-08-08,immutable,неизменный,,T,
2022-08-08,impair,повреждать,,T,
2022-08-08,impartial,беспристрастный,,T,
2022-08-08,impasse,тупик,,T,
2022-08-08,impassive,бесстрастный,,T,
2022-08-08,impecunious,безденежный,,T,
2022-08-08,impede,препятствовать,,T,
2022-08-08,imperious,повелительный,,T,
2022-08-08,impermeable,непроницаемый,,T,
2022-08-08,imperturbable,невозмутимый,,T,
2022-08-08,impervious,непроницаемый,,T,
2022-08-08,impetuous,пылкий,,T,
2022-08-08,impious,нечестивый,,T,
2022-08-08,implacable,непримиримый,,T,
2022-08-08,implicit,подразумеваемый,,T,
2022-08-08,implode,взрываться,,T,
2022-08-08,imprecation,проклятие,,T,
2022-08-08,impugn,ставить под сомнение,,T,
2022-08-08,impute,приписывать,,T,
2022-08-08,inadvertent,нечаянный,,T,
2022-08-08,inasmuch,так как,,T,
2022-08-08,incarnadine,алый,,T,
2022-08-08,incendiary,"подстрекающий, зажигательный",,T,
2022-08-08,inchoate,зачаточный,,T,
2022-08-08,incipient,зарождающийся,,T,
2022-08-08,incongruous,несоответствующий,,T,
2022-08-08,inconsequential,несущественный,,T,
2022-08-08,inconstancy,непостоянство,,T,
2022-08-08,inculcate,прививать,,T,
2022-08-08,indefatigable,неутомимый,,T,
2022-08-08,indeterminate,неопределенный,,T,
2022-08-08,indigence,нищета,,T,
2022-08-08,indolent,ленивый,,T,
2022-08-08,inert,"неактивный, вялый",,T,
2022-08-08,inexorable,неумолимый,,T,
2022-08-08,infallible,непогрешимый,,T,
2022-08-08,inform,воодушевлять,,T,
2022-08-08,ingenuous,простодушный,,T,
2022-08-08,ingrate,неблагодарный,,T,
2022-08-08,ingratiate,снискать расположение,,T,
2022-08-08,inimical,враждебный,,T,
2022-08-08,iniquity,беззаконие,,T,
2022-08-08,innocuous,безвредный,,T,
2022-08-08,inordinate,чрезмерный,,T,
2022-08-08,inquest,расследование,,T,
2022-08-08,insensible,бесчувственный,,T,
2022-08-08,insinuate,намекать,,T,
2022-08-08,insipid,пресный,,T,
2022-08-08,insular,изолированный,,T,
2022-08-08,insurrection,восстание,,T,
2022-08-08,inter,хоронить,,T,
2022-08-08,interplay,взаимодействие,,T,
2022-08-08,interregnum,междуцарствие,,T,
2022-08-08,intractable,несговорчивый,,T,
2022-08-08,intransigent,непримиримый,,T,
2022-08-08,intrepid,бесстрашный,,T,
2022-08-08,inundate,наводнять,,T,
2022-08-08,inure,приучать,,T,
2022-08-08,invective,брань,,T,
2022-08-08,inveigle,заманивать,,T,
2022-08-08,investiture,формальное введение (в должность/право),,T,
2022-08-08,invidious,возмутительный,,T,
2022-08-08,irascible,вспыльчивый,,T,
2022-08-08,irresolute,нерешительный,,T,
2022-08-08,itinerant,странствующий,,T,
2022-08-08,itinerary,маршрут,,T,
2022-08-08,jettison,сбрасывать,,T,
2022-08-08,jingoism,джингоизм,,T,
2022-08-08,jocular,шутливый,,T,
2022-08-08,judicious,рассудительный,,T,
2022-08-08,juncture,"критический момент, соединение",,T,
2022-08-08,juxtapose,сопоставлять,,T,
2022-08-08,keen,"острый, ревностный, сильно желающий",,T,
2022-08-08,kindle,зажигать,,T,
2022-08-08,kinetic,кинетический,,T,
2022-08-08,knell,"похоронный звон, предвещать",,T,
2022-08-08,lachrymose,lachrymose,,T,
2022-08-08,lackluster,блеклый,,T,
2022-08-08,lampoon,пасквиль,,T,
2022-08-08,languid,вялый,,T,
2022-08-08,larceny,воровство,,T,
2022-08-08,largess,щедрость,,T,
2022-08-08,lassitude,"утомление, вялость",,T,
2022-08-08,latent,скрытый,,T,
2022-08-08,laudable,похвальный,,T,
2022-08-08,lax,"слабый, нестрогий",,T,
2022-08-08,layperson,неспециалист,,T,
2022-08-08,leery,подозрительный,,T,
2022-08-08,legerdemain,ловкость рук,,T,
2022-08-08,lethargic,летаргический,,T,
2022-08-08,levity,легкомыслие,,T,
2022-08-08,levy,взимать сбор,,T,
2022-08-08,libertine,распутник,,T,
2022-08-08,licentious,распущенный,,T,
2022-08-08,limpid,прозрачный,,T,
2022-08-08,lionize,носиться (с кем-л.),,T,
2022-08-08,lissome,"гибкий, проворный",,T,
2022-08-08,listless,апатичный,,T,
2022-08-08,livid,очень злой,,T,
2022-08-08,loquacious,болтливый,,T,
2022-08-08,lucid,ясный,,T,
2022-08-08,lugubrious,траурный,,T,
2022-08-08,lull,убаюкивать,,T,
2022-08-08,lumber,двигаться неуклюже,,T,
2022-08-08,luminous,"светящийся, блестящий",,T,
2022-08-08,lurid,"сенсационный, жуткий",,T,
2022-08-08,machination,махинация,,T,
2022-08-08,maelstrom,водоворот,,T,
2022-08-08,magnanimous,magnanimous,,T,
2022-08-08,magnate,магнат,,T,
2022-08-08,malediction,проклятие,,T,
2022-08-08,malinger,симулировать болезнь,,T,
2022-08-08,malleable,потдатливый,,T,
2022-08-08,manifest,"проявлять, очевидный",,T,
2022-08-08,mannered,вычурный,,T,
2022-08-08,mar,повредить,,T,
2022-08-08,martinet,сторонник строгой дисциплины,,T,
2022-08-08,maudlin,слезливый,,T,
2022-08-08,maverick,бунтарь,,T,
2022-08-08,maxim,принцип,,T,
2022-08-08,mendacious,лживый,,T,
2022-08-08,mendicant,нищий,,T,
2022-08-08,mercurial,непостоянный,,T,
2022-08-08,meretricious,распутный,,T,
2022-08-08,metaphysical,метафизический,,T,
2022-08-08,milieu,окружающая обстановка,,T,
2022-08-08,militate,препятствовать,,T,
2022-08-08,mired,втянут,,T,
2022-08-08,mirth,веселье,,T,
2022-08-08,misanthrope,человеконенавистник,,T,
2022-08-08,missive,послание,,T,
2022-08-08,mitigate,смягчить,,T,
2022-08-08,modicum,чуточка,,T,
2022-08-08,modish,модный,,T,
2022-08-08,mollify,успокаивать,,T,
2022-08-08,mores,нравы,,T,
2022-08-08,mundane,обыденный,,T,
2022-08-08,net,заполучить,,T,
2022-08-08,notoriety,дурная слава,,T,
2022-08-08,obligatory,обязательный,,T,
2022-08-08,obsequious,подобостратсный,,T,
2022-08-08,obstinate,упрямый,,T,
2022-08-08,obviate,"устранить, избегать",,T,
2022-08-08,occult,заслонять (также: магический),,T,
2022-08-08,offhand,бесцеремонный,,T,
2022-08-08,officious,навязчивый,,T,
2022-08-08,onerous,тягостный,,T,
2022-08-08,opaque,глупый,,T,
2022-08-08,orthodox,общепринятый,,T,
2022-08-08,oscillate,"качаться, колебаться",,T,
2022-08-08,outstrip,обогнать,,T,
2022-08-08,overshadow,затмевать,,T,
2022-08-08,pariah,изгой,,T,
2022-08-08,partial,"неравнодушный, предвзятый",,T,
2022-08-08,partisan,приверженец,,T,
2022-08-08,patent,очевидный,,T,
2022-08-08,paucity,скудность,,T,
2022-08-08,peccadillo,грешок,,T,
2022-08-08,penchant,склонность к чему-то,,T,
2022-08-08,perfidious,предательский,,T,
2022-08-08,peripheral,вторично,,T,
2022-08-08,pervasive,всеобъемлющий,,T,
2022-08-08,phony,фальшивка,,T,
2022-08-08,pious,набожный,,T,
2022-08-08,pith,суть,,T,
2022-08-08,placate,умиротворять,,T,
2022-08-08,placid,безмятежный,,T,
2022-08-08,plausible,правдоподобный,,T,
2022-08-08,polarized,диаметрально противоположеные,,T,
2022-08-08,ponderous,массивный,,T,
2022-08-08,potentate,повелитель,,T,
2022-08-08,preamble,преамбула,,T,
2022-08-08,precarious,ненадежный,,T,
2022-08-08,precursor,"предвестник, предшественник",,T,
2022-08-08,presumptive,предположительный,,T,
2022-08-08,presumptuous,самонадеянный,,T,
2022-08-08,probity,честность,,T,
2022-08-08,prodigal,"расточительный, обильный",,T,
2022-08-08,prodigious,потрясающе огромный,,T,
2022-08-08,profligate,"распутный, расточительный",,T,
2022-08-08,profuse,обильный,,T,
2022-08-08,proliferate,быстро распространяться,,T,
2022-08-08,propriety,"уместность, правила поведения",,T,
2022-08-08,proscribe,запрещать,,T,
2022-08-08,prudent,предусмотрительный,,T,
2022-08-08,pugnacious,драчливый,,T,
2022-08-08,qualified,ограниченный,,T,
2022-08-08,quandary,затруднительное положение,,T,
2022-08-08,quibble,"уклоняться от сути, пререкаться",,T,
2022-08-08,rarefied,"изысканный, разреженный",,T,
2022-08-08,reactant,реагент,,T,
2022-08-08,recalcitrant,"непослушный, непокорный",,T,
2022-08-08,recant,"отрекаться, отказываться",,T,
2022-08-08,recapitulate,резюмировать,,T,
2022-08-08,recluse,отшельник,,T,
2022-08-08,recondite,малопонятный,,T,
2022-08-08,recrudescent,рецидивирующий,,T,
2022-08-08,redound,способствовать,,T,
2022-08-08,redress,"возмещение, исправлять",,T,
2022-08-08,refractory,"непокорный, невосприимчивый",,T,
2022-08-08,refulgent,сверкающий,,T,
2022-08-08,rejoinder,"ответ, дуплика",,T,
2022-08-08,relegate,переводить в низшую категорию,,T,
2022-08-08,remedial,коррективный,,T,
2022-08-08,rend,раздирать,,T,
2022-08-08,render,"платить, переводить, вводить в состояние",,T,
2022-08-08,repast,"трапеза, пиршествовать",,T,
2022-08-08,repertorial,репертуарный,,T,
2022-08-08,replete,переполнен,,T,
2022-08-08,repose,покой,,T,
2022-08-08,reproach,упрекать,,T,
2022-08-08,reprobate,"негодяй, бесстыдный",,T,
2022-08-08,repudiate,отвергать,,T,
2022-08-08,requite,"вознаграждать, мстить",,T,
2022-08-08,rescind,отменять,,T,
2022-08-08,resolve,намерение,,T,
2022-08-08,restive,беспокойный,,T,
2022-08-08,resurgent,возрождающийся,,T,
2022-08-08,reticent,скрытный,,T,
2022-08-08,retrospective,относящийся к прошлому,,T,
2022-08-08,revamp,"обновлять, реформа",,T,
2022-08-08,reverent,почтительный,,T,
2022-08-08,ribald,непристойный,,T,
2022-08-08,ridden,господствовать,,T,
2022-08-08,rife,изобилующий,,T,
2022-08-08,rift,"разрыв, размолвка",,T,
2022-08-08,rococo,"вычурный, рококо",,T,
2022-08-08,rue,"сожаление, сожалеть",,T,
2022-08-08,ruminate,"размышлять, жевать жвачку",,T,
2022-08-08,sacrosanct,неприкосновенный,,T,
2022-08-08,sagacious,мудрый,,T,
2022-08-08,salient,бросающийся в глаза,,T,
2022-08-08,salubrious,целебный,,T,
2022-08-08,sanguine,оптимистический,,T,
2022-08-08,sap,"простак, истощать силы",,T,
2022-08-08,sardonic,злобно-насмешливый,,T,
2022-08-08,sate,насыщать,,T,
2022-08-08,savant,ученый,,T,
2022-08-08,scant,скудный,,T,
2022-08-08,scathing,едкий,,T,
2022-08-08,scintilla,"искра, крупица",,T,
2022-08-08,scurvy,"презренный, подлый",,T,
2022-08-08,searchingly,пытливо,,T,
2022-08-08,secrete,выделять,,T,
2022-08-08,secular,"светский, мирской, не религиозный",,T,
